Date,Open,High,Low,Volume,Close,Adj Close
5/17/11,27,27,25.719999,1234200,25.959999,25.959999
5/18/11,26.1,26.469999,25.52,729500,26.35,26.35
5/19/11,27.030001,28.440001,26.6,2655100,28.200001,28.200001
5/20/11,28.26,28.280001,27.35,842500,27.969999,27.969999
5/23/11,27.620001,27.620001,26.620001,863600,26.82,26.82
5/24/11,27.02,27.5,26.6,613700,26.719999,26.719999
5/25/11,26.9,29.01,26.17,4693100,28.98,28.98
5/26/11,28.82,29.76,28.1,3336900,29.48,29.48
5/27/11,29.540001,29.67,28.82,1687100,29.549999,29.549999
5/31/11,29.690001,30.280001,29.549999,3290500,30.139999,30.139999
6/1/11,30,30.1,28.379999,1529900,28.52,28.52
6/2/11,28.52,29.32,28.51,986300,28.76,28.76
6/3/11,29.950001,31.5,29.5,6209200,30.129999,30.129999
6/6/11,30.1,30.129999,28.26,2331100,28.700001,28.700001
6/7/11,28.940001,29.389999,28.26,1222100,28.370001,28.370001
6/8/11,28.440001,28.6,27.02,1695900,27.120001,27.120001
6/9/11,27.43,28.1,27.1,1603200,27.620001,27.620001
6/10/11,27.52,28.299999,27.35,1566600,27.860001,27.860001
6/13/11,28.07,28.879999,27.879999,1713400,28.43,28.43
6/14/11,28.540001,29.700001,28.52,1573400,28.6,28.6
6/15/11,28.440001,28.450001,27.07,1345000,27.32,27.32
6/16/11,27.67,28,25.74,1842200,26.5,26.5
6/17/11,26.870001,27.700001,26.139999,1714000,26.5,26.5
6/20/11,26.290001,26.459999,25.5,1537800,26.01,26.01
6/21/11,26.24,27.73,26,1496000,27.530001,27.530001
6/22/11,27.370001,28.25,27.1,1475600,27.209999,27.209999
6/23/11,27.200001,27.719999,26.209999,1170000,27.709999,27.709999
6/24/11,27.639999,27.969999,27.26,3608500,27.57,27.57
6/27/11,27.73,28.280001,27.309999,1809400,27.459999,27.459999
6/28/11,27.790001,28.25,27.67,889200,28.110001,28.110001
6/29/11,28.5,29.09,28.07,1461800,28.290001,28.290001
6/30/11,28.5,29.33,28.4,946700,29.129999,29.129999
7/1/11,29.07,29.6,28.799999,854900,29.02,29.02
7/5/11,29.02,29.52,28.709999,996000,29.139999,29.139999
7/6/11,29.139999,29.139999,28.549999,926900,28.959999,28.959999
7/7/11,29.139999,30,29.01,1327900,29.73,29.73
7/8/11,29.889999,29.889999,28.59,1240600,28.809999,28.809999
7/11/11,28.4,28.530001,28,975800,28.35,28.35
7/12/11,28.370001,29.09,28,1045400,28.17,28.17
7/13/11,28.43,29.030001,27.9,1066000,28.639999,28.639999
7/14/11,28.530001,28.959999,27.25,1159000,27.610001,27.610001
7/15/11,27.790001,27.83,27.4,709000,27.58,27.58
7/18/11,27.34,27.450001,26.629999,851900,27.23,27.23
7/19/11,27.58,28.110001,27.540001,1026100,27.889999,27.889999
7/20/11,28,30.440001,27.799999,3048300,28.690001,28.690001
7/21/11,28.91,29.16,28.1,1011500,28.700001,28.700001
7/22/11,28.700001,29.540001,28.549999,583500,29.290001,29.290001
7/25/11,29.01,29.25,28.440001,673300,28.49,28.49
7/26/11,28.309999,28.77,27.969999,760600,28,28
7/27/11,28.5,28.5,27.51,958500,27.639999,27.639999
7/28/11,27.6,28.549999,27.540001,938700,28.17,28.17
7/29/11,27.799999,28.4,27.5,948200,28.17,28.17
8/1/11,28.67,28.98,28.209999,1164900,28.77,28.77
8/2/11,28.690001,29.200001,27.27,1549400,27.34,27.34
8/3/11,27.5,27.83,26.34,1794500,27.200001,27.200001
8/4/11,26.51,26.889999,24.67,3064500,24.75,24.75
8/5/11,24.99,25.379999,22.83,1964400,24.24,24.24
8/8/11,23.1,24.440001,23.1,2608500,23.639999,23.639999
8/9/11,24.15,25.450001,23.700001,1333400,25.059999,25.059999
8/10/11,25.440001,25.440001,23.629999,1564200,23.82,23.82
8/11/11,24.040001,25.75,24,836500,25.299999,25.299999
8/12/11,25.6,27.139999,25.360001,1009100,26.309999,26.309999
8/15/11,26.620001,26.75,25.93,738600,26.23,26.23
8/16/11,26.129999,26.540001,25.83,537700,26.1,26.1
8/17/11,26.389999,26.65,25.51,643700,25.83,25.83
8/18/11,25,25.15,23.469999,1056600,24.26,24.26
8/19/11,23.860001,24.219999,22,1375300,22.299999,22.299999
8/22/11,23.110001,23.799999,21.68,986100,21.950001,21.950001
8/23/11,21.93,23.110001,21.5,869000,22.959999,22.959999
8/24/11,23.1,23.93,22.83,684300,23.870001,23.870001
8/25/11,23.870001,23.870001,22.9,679800,23.110001,23.110001
8/26/11,22.709999,23.950001,22.07,761800,23.73,23.73
8/29/11,24.219999,24.85,24.02,803400,24.709999,24.709999
8/30/11,24.5,24.77,24.09,366200,24.629999,24.629999
8/31/11,24.799999,25.5,24.280001,823800,24.74,24.74
9/1/11,24.66,24.870001,23.84,848100,24,24
9/2/11,23.66,23.99,22.68,769900,23.07,23.07
9/6/11,22.5,23.200001,22.290001,809800,22.940001,22.940001
9/7/11,23.389999,24,23.280001,459200,23.84,23.84
9/8/11,23.58,24.030001,23.280001,505700,23.610001,23.610001
9/9/11,23.370001,23.57,22.549999,669300,22.969999,22.969999
9/12/11,22.5,23.309999,22.450001,566600,22.879999,22.879999
9/13/11,23.01,24.1,22.75,726500,24.08,24.08
9/14/11,24.25,24.84,23.790001,830800,24.34,24.34
9/15/11,24.58,24.93,24.33,562600,24.82,24.82
9/16/11,24.780001,25.84,24.49,1417100,25.799999,25.799999
9/19/11,24.950001,25.809999,23.82,1157400,25.77,25.77
9/20/11,25.98,26.6,25.67,1180400,26.01,26.01
9/21/11,25.950001,26.950001,25.700001,987600,25.85,25.85
9/22/11,25.639999,26.110001,24.879999,775800,25.629999,25.629999
9/23/11,25.49,26.620001,25.35,1156400,26.379999,26.379999
9/26/11,26.52,26.52,24.9,934800,25.52,25.52
9/27/11,26,26.99,25.57,674500,26.190001,26.190001
9/28/11,26,26.5,24.51,723300,24.59,24.59
9/29/11,25.719999,25.82,23.549999,929600,24.120001,24.120001
9/30/11,24.799999,24.889999,23.49,1336100,24.389999,24.389999
10/3/11,24.950001,25,23.25,1023200,23.73,23.73
10/4/11,23.290001,24.32,22.93,1200300,23.66,23.66
10/5/11,24.030001,25.84,23.35,1229500,25.370001,25.370001
10/6/11,25.370001,27.6,25.02,1769100,26.959999,26.959999
10/7/11,26.98,27.6,26.049999,1311600,26.99,26.99
10/10/11,27.309999,28.18,27,923500,27.879999,27.879999
10/11/11,27.51,27.77,27.09,575700,27.610001,27.610001
10/12/11,27.25,28,27.200001,1123400,27.799999,27.799999
10/13/11,27.629999,28.469999,27.440001,1043500,27.940001,27.940001
10/14/11,28,28.549999,27.26,1400500,28.049999,28.049999
10/17/11,27.860001,28,27.26,754500,27.42,27.42
10/18/11,27.299999,28.43,26.709999,999700,28.34,28.34
10/19/11,28.02,28.059999,27.299999,792900,27.57,27.57
10/20/11,27.440001,27.469999,27,999700,27.34,27.34
10/21/11,27.4,28.299999,27.01,1142600,28.030001,28.030001
10/24/11,27.870001,28.889999,27.75,940600,28.549999,28.549999
10/25/11,28.23,28.860001,27.799999,654400,28.25,28.25
10/26/11,28.190001,28.370001,27.4,510500,27.98,27.98
10/27/11,28.34,28.950001,28.110001,869400,28.76,28.76
10/28/11,28.5,30,28.01,1264000,29.870001,29.870001
10/31/11,29.5,29.51,28.75,1134000,29.370001,29.370001
11/1/11,28.389999,28.92,28,635200,28.879999,28.879999
11/2/11,29,29.26,28.25,875300,28.709999,28.709999
11/3/11,30,32.490002,29.530001,2509700,32.459999,32.459999
11/4/11,31.459999,32.400002,30.51,3032900,32.310001,32.310001
11/7/11,31.639999,32,30.75,1266300,31.27,31.27
11/8/11,31.370001,32,30.719999,1167900,31.84,31.84
11/9/11,30.870001,31.49,30.299999,953700,30.879999,30.879999
11/10/11,30.940001,31.5,30.65,747300,31.33,31.33
11/11/11,31.9,34.5,30.57,3868300,33.639999,33.639999
11/14/11,33,33.540001,32.619999,1325700,33.220001,33.220001
11/15/11,32.919998,34.400002,32.73,891000,33.93,33.93
11/16/11,33.48,35,33.400002,1833200,34.939999,34.939999
11/17/11,34.5,34.900002,33.189999,1349300,33.68,33.68
11/18/11,33.639999,34.110001,32.540001,902800,32.599998,32.599998
11/21/11,32.439999,32.439999,31.049999,1031600,31.76,31.76
11/22/11,31.76,32.790001,31.049999,732600,32.07,32.07
11/23/11,31.76,32.049999,31.25,451800,31.450001,31.450001
11/25/11,31.549999,32.41,31.08,239600,31.66,31.66
11/28/11,32,33.279999,31.809999,681200,32.560001,32.560001
11/29/11,32.490002,33.07,31.629999,591100,31.75,31.75
11/30/11,32.5,32.93,32.220001,760300,32.740002,32.740002
12/1/11,32.57,33.990002,31.98,1030200,32.599998,32.599998
12/2/11,32.830002,33.689999,32.400002,802800,33.299999,33.299999
12/5/11,33.529999,35,33.43,1160100,34.419998,34.419998
12/6/11,34.200001,34.98,34.029999,951800,34.869999,34.869999
12/7/11,34.630001,34.889999,33.799999,674300,34.189999,34.189999
12/8/11,30.84,31.65,29.610001,3305800,30.889999,30.889999
12/9/11,30.540001,31.120001,30.280001,1239500,31.040001,31.040001
12/12/11,30.440001,30.620001,30.02,758700,30.41,30.41
12/13/11,30.57,30.93,28.91,994100,29.450001,29.450001
12/14/11,29.5,29.68,28,1163900,28.530001,28.530001
12/15/11,28.67,29.17,28.120001,700300,28.620001,28.620001
12/16/11,28.790001,28.93,27.98,1029700,28,28
12/19/11,28.09,28.5,27.370001,987000,27.75,27.75
12/20/11,28.049999,28.450001,27.719999,843300,27.9,27.9
12/21/11,27.91,28.07,26.030001,1705500,27.57,27.57
12/22/11,27.6,28.049999,27.299999,1009400,27.77,27.77
12/23/11,28,28,27.52,591400,27.9,27.9
12/27/11,27.66,28.77,27.639999,777500,28.57,28.57
12/28/11,28.99,29.24,28.040001,575200,28.51,28.51
12/29/11,28.59,29.34,28.549999,488200,28.73,28.73
12/30/11,28.49,28.98,28.25,339800,28.559999,28.559999
1/3/12,28.940001,29.5,27.65,928100,28.08,28.08
1/4/12,28.209999,28.67,27.5,630100,27.709999,27.709999
1/5/12,27.76,27.93,26.85,1005500,27.120001,27.120001
1/6/12,27.200001,27.790001,26.41,986300,26.91,26.91
1/9/12,27,27.49,26.120001,897000,27.25,27.25
1/10/12,27.440001,27.76,27.25,671800,27.620001,27.620001
1/11/12,27.620001,28.379999,27.299999,672300,28.23,28.23
1/12/12,28.48,28.620001,27.809999,729300,28.25,28.25
1/13/12,28.4,28.5,22.639999,5500400,22.790001,22.790001
1/17/12,26.620001,27.34,26.41,4651600,26.6,26.6
1/18/12,26.690001,26.879999,26.25,1260200,26.809999,26.809999
1/19/12,27.190001,27.74,26.610001,1246300,26.76,26.76
1/20/12,26.9,27,26.4,662300,26.6,26.6
1/23/12,26.809999,27.209999,26.6,594600,26.77,26.77
1/24/12,26.629999,27.68,26.440001,858000,27.42,27.42
1/25/12,27.27,28.01,27.049999,611200,27.969999,27.969999
1/26/12,28.07,29.58,28,1271100,28.940001,28.940001
1/27/12,28.5,29.719999,28.5,748400,29.33,29.33
1/30/12,29.49,29.610001,28.530001,729000,29.57,29.57
1/31/12,29.9,30,28.870001,956400,29.07,29.07
2/1/12,29.07,29.700001,29,523200,29.58,29.58
2/2/12,29.719999,30.879999,29.610001,805700,30.25,30.25
2/3/12,30.41,31.33,30.25,764500,31.15,31.15
2/6/12,31.1,31.9,31.049999,652100,31.799999,31.799999
2/7/12,31.799999,31.799999,30.82,1021600,31.6,31.6
2/8/12,31.6,32.009998,31.290001,623700,31.93,31.93
2/9/12,32,32.900002,31.43,1277100,32.580002,32.580002
2/10/12,32.259998,32.27,29.84,1874200,31.1,31.1
2/13/12,31.549999,32.060001,30.9,1157900,31.49,31.49
2/14/12,31.74,33.790001,31.4,1810800,33.169998,33.169998
2/15/12,33.099998,34.41,32.27,2761800,33.599998,33.599998
2/16/12,33.5,34.509998,32.540001,2219700,34.18,34.18
2/17/12,33.990002,34.970001,33.5,1376700,34.970001,34.970001
2/21/12,34.869999,34.869999,33.810001,1135800,34.5,34.5
2/22/12,34.5,34.720001,32.5,1654600,34.220001,34.220001
2/23/12,33.990002,34.970001,33.560001,820400,34.529999,34.529999
2/24/12,34.23,34.52,33.27,959900,33.75,33.75
2/27/12,33.41,34,33,606000,33.619999,33.619999
2/28/12,33.639999,34.439999,33.169998,612200,33.810001,33.810001
2/29/12,33.810001,34.119999,33.139999,535700,33.41,33.41
3/1/12,33.509998,34.5,33.310001,703500,34.41,34.41
3/2/12,34.400002,34.5,33.709999,550000,34.040001,34.040001
3/5/12,34.349998,34.400002,33.459999,467000,33.77,33.77
3/6/12,33.25,33.279999,32.619999,573800,33.110001,33.110001
3/7/12,33.119999,33.310001,32.91,364900,33.119999,33.119999
3/8/12,33.110001,33.490002,33.040001,633300,33.07,33.07
3/9/12,33.200001,35.310001,33.200001,1553400,34.740002,34.740002
3/12/12,34.689999,36.290001,34.599998,1963300,36.009998,36.009998
3/13/12,36.509998,36.59,35.5,1001600,36.09,36.09
3/14/12,36,36,34.799999,851500,35.290001,35.290001
3/15/12,35.279999,35.48,34.779999,571600,35,35
3/16/12,34.900002,35.889999,34.830002,729300,35.32,35.32
3/19/12,35.259998,35.32,34.540001,1015600,34.98,34.98
3/20/12,34.98,35.200001,34.57,567000,34.959999,34.959999
3/21/12,34.939999,35.299999,34.599998,607200,35.150002,35.150002
3/22/12,34.970001,35.150002,34.299999,522400,34.400002,34.400002
3/23/12,34.259998,34.630001,33.150002,1170600,34.080002,34.080002
3/26/12,35.59,38.09,35.040001,3140500,37.400002,37.400002
3/27/12,37.16,39.950001,37.029999,2539200,37.939999,37.939999
3/28/12,37.779999,38.439999,37.110001,955000,37.849998,37.849998
3/29/12,38.189999,38.189999,37.029999,796400,37.330002,37.330002
3/30/12,37.52,37.939999,36.68,886400,37.240002,37.240002
4/2/12,37.330002,37.970001,36.529999,1028600,36.580002,36.580002
4/3/12,36.700001,38.470001,36.669998,1098100,38.009998,38.009998
4/4/12,35.27,35.490002,34.689999,4481800,35,35
4/5/12,35.099998,35.439999,34.41,1509400,34.48,34.48
4/9/12,34.099998,34.290001,33.099998,1655700,33.150002,33.150002
4/10/12,33.150002,33.849998,32.099998,1847700,32.459999,32.459999
4/11/12,33.240002,33.290001,32.009998,1105500,33.09,33.09
4/12/12,33.77,34.48,32.919998,1033900,33.439999,33.439999
4/13/12,33.939999,34.040001,32.849998,649600,33.59,33.59
4/16/12,33.41,33.700001,32.09,1099600,32.25,32.25
4/17/12,32.43,33.07,32.040001,1115500,32.240002,32.240002
4/18/12,32.09,32.75,31.530001,823100,32.66,32.66
4/19/12,32.75,33.43,32.5,774900,33.16,33.16
4/20/12,33.139999,33.73,32.939999,821800,33.16,33.16
4/23/12,32.860001,32.970001,31.709999,890800,31.940001,31.940001
4/24/12,31.82,32.200001,31,674500,31.82,31.82
4/25/12,32.07,32.990002,32.07,712200,32.91,32.91
4/26/12,32.959999,33.52,32.91,425300,33.490002,33.490002
4/27/12,33.599998,33.630001,32.91,591000,33.34,33.34
4/30/12,33.27,33.360001,32.580002,413900,33.130001,33.130001
5/1/12,33.130001,34.209999,33.130001,659000,33.779999,33.779999
5/2/12,33.5,34.389999,33.389999,497300,33.939999,33.939999
5/3/12,33.91,34,32.130001,841300,32.459999,32.459999
5/4/12,32.32,32.459999,31.4,1247500,31.83,31.83
5/7/12,31.959999,32.580002,31.610001,1158000,32.470001,32.470001
5/8/12,32.5,32.73,29.370001,3097200,30.190001,30.190001
5/9/12,30.299999,30.77,29.76,1947900,30.059999,30.059999
5/10/12,32.970001,34.68,32.400002,5556300,32.959999,32.959999
5/11/12,32.490002,33.439999,32.16,1221300,32.25,32.25
5/14/12,31.92,32.130001,30.049999,1380900,30.059999,30.059999
5/15/12,30.26,30.959999,29.219999,1585700,29.43,29.43
5/16/12,29.58,30.18,28.879999,1257100,29.18,29.18
5/17/12,29.299999,29.790001,28.24,1149000,28.57,28.57
5/18/12,28.370001,28.459999,26.83,1616500,27.559999,27.559999
5/21/12,27.58,29.26,27.120001,1475200,28.77,28.77
5/22/12,30.1,31.34,30,2366200,30.799999,30.799999
5/23/12,30.559999,31.049999,29.5,1220400,31.02,31.02
5/24/12,31.25,31.25,29.690001,1075600,30.280001,30.280001
5/25/12,30.16,30.41,29.200001,757000,29.809999,29.809999
5/29/12,30.01,31.93,30.01,1650000,31.690001,31.690001
5/30/12,31.08,31.42,30.24,1307200,30.41,30.41
5/31/12,30.07,30.290001,28.75,1118700,29.5,29.5
6/1/12,28.530001,29.16,27.76,885800,28.15,28.15
6/4/12,28.030001,28.41,27.110001,1030900,27.879999,27.879999
6/5/12,27.84,28.389999,27.559999,630900,27.91,27.91
6/6/12,28.200001,29.450001,28.139999,909900,29.219999,29.219999
6/7/12,29.809999,29.870001,28.85,492100,28.93,28.93
6/8/12,28.860001,30.190001,28.15,881100,30.08,30.08
6/11/12,30.309999,31,28.959999,636000,29.120001,29.120001
6/12/12,29.23,29.84,28.809999,569000,29.66,29.66
6/13/12,29.549999,30.639999,29.469999,844100,29.77,29.77
6/14/12,30.18,30.65,28.620001,872200,29.389999,29.389999
6/15/12,29.389999,29.950001,28.809999,646800,29.91,29.91
6/18/12,29.940001,32.330002,29.5,1256800,31.84,31.84
6/19/12,32.02,32.66,31.5,911100,32.09,32.09
6/20/12,33.5,34.5,33.209999,3422400,33.779999,33.779999
6/21/12,34.259998,34.279999,31.84,1891900,32.189999,32.189999
6/22/12,32.599998,33.98,32.459999,3046600,33.790001,33.790001
6/25/12,33.939999,34.119999,32.75,1498500,33.110001,33.110001
6/26/12,32.049999,32.349998,31.389999,2613900,31.610001,31.610001
6/27/12,31.9,32.450001,31.57,1047200,31.959999,31.959999
6/28/12,31.9,32.110001,30.620001,914100,31.41,31.41
6/29/12,32.799999,32.799999,31,1125800,31.290001,31.290001
7/2/12,31.35,31.799999,30.190001,1315600,30.4,30.4
7/3/12,30.6,31,30.4,947000,30.66,30.66
7/5/12,30.809999,31.67,30.799999,1253800,31.23,31.23
7/6/12,30.99,31.73,30.799999,784500,30.99,30.99
7/9/12,30.940001,31.83,30.67,910500,31.49,31.49
7/10/12,31.540001,32.48,30.889999,758400,31.27,31.27
7/11/12,31.57,31.68,31.01,638600,31.51,31.51
7/12/12,31.290001,33.009998,30.799999,1125700,32.700001,32.700001
7/13/12,32.970001,34.400002,32.830002,1304800,34.25,34.25
7/16/12,34.32,36,33.900002,1744000,35.959999,35.959999
7/17/12,35,35.209999,32.380001,2569300,33.349998,33.349998
7/18/12,31.42,33.669998,31.059999,2881900,32.150002,32.150002
7/19/12,32.720001,33.150002,32.040001,1435900,32.27,32.27
7/20/12,32.07,32.25,31.25,1568500,31.790001,31.790001
7/23/12,31.049999,31.299999,30.620001,1386800,30.66,30.66
7/24/12,30.66,31.040001,29.620001,1500300,29.84,29.84
7/25/12,29.92,29.98,28.75,2842200,28.950001,28.950001
7/26/12,29.9,30,27.639999,2262300,28.129999,28.129999
7/27/12,28.709999,29.66,28.1,1673000,29.51,29.51
7/30/12,29.51,30.25,27.209999,2065200,27.35,27.35
7/31/12,27.540001,27.969999,27.35,1575100,27.42,27.42
8/1/12,27.99,27.99,26.030001,1592300,26.25,26.25
8/2/12,26.84,26.85,25.52,1305100,26.1,26.1
8/3/12,26.9,27.549999,26.74,1209500,27.27,27.27
8/6/12,27.549999,28.700001,27.549999,1528200,28.27,28.27
8/7/12,28.77,30.9,28.5,2387200,30.25,30.25
8/8/12,29.9,30,28.59,1308900,29.09,29.09
8/9/12,29.52,30,29.129999,672600,29.41,29.41
8/10/12,29.309999,29.940001,29.309999,707400,29.940001,29.940001
8/13/12,29.690001,31.299999,29.1,870100,31.17,31.17
8/14/12,30.75,31.17,29.26,793400,29.42,29.42
8/15/12,29.389999,29.700001,28.809999,525400,29.4,29.4
8/16/12,29.530001,30.389999,29.5,669000,30.299999,30.299999
8/17/12,30.290001,30.709999,29.98,508200,30.01,30.01
8/20/12,30.15,30.389999,29.1,1179100,29.51,29.51
8/21/12,29.58,30,29,761600,29.110001,29.110001
8/22/12,29.01,30.040001,29.01,775500,29.950001,29.950001
8/23/12,30,30.85,29.65,1471000,30.73,30.73
8/24/12,30.059999,30.24,29.41,1429400,29.5,29.5
8/27/12,29.57,29.700001,28.17,1350400,28.32,28.32
8/28/12,28.4,29.379999,28,1402700,28.690001,28.690001
8/29/12,28.49,28.639999,28.02,838900,28.41,28.41
8/30/12,28.6,28.74,28.1,656400,28.41,28.41
8/31/12,28.610001,28.84,28.200001,539800,28.52,28.52
9/4/12,28.52,28.99,27.9,752500,28.139999,28.139999
9/5/12,28.01,28.5,27.809999,639300,27.940001,27.940001
9/6/12,28,28.9,27.9,841700,28.549999,28.549999
9/7/12,28.549999,29.57,28.5,953200,29.35,29.35
9/10/12,29.200001,29.35,27.299999,1483300,27.370001,27.370001
9/11/12,27.76,28.16,27.4,1014900,27.799999,27.799999
9/12/12,27.9,28.58,27.799999,1145200,28.280001,28.280001
9/13/12,28.57,29.5,28.48,1484700,29.48,29.48
9/14/12,30,30.65,29.65,1536600,30.389999,30.389999
9/17/12,32.349998,32.779999,31.51,3212800,32.540001,32.540001
9/18/12,31.879999,31.9,30.68,1788500,31.34,31.34
9/19/12,31,31.74,30.940001,1048500,31.049999,31.049999
9/20/12,30.93,31.5,30.68,912400,30.9,30.9
9/21/12,31.1,31.49,29.540001,1870000,30.02,30.02
9/24/12,29.51,31.030001,29.4,1301900,30.66,30.66
9/25/12,28.620001,29.48,27.530001,5680400,27.66,27.66
9/26/12,27.66,28.4,27.48,1527200,27.540001,27.540001
9/27/12,27.82,28.540001,27.6,1758600,28.49,28.49
9/28/12,28.73,29.889999,28.610001,4343400,29.280001,29.280001
10/1/12,29.5,29.889999,29,884400,29.16,29.16
10/2/12,29.280001,29.889999,29,729000,29.799999,29.799999
10/3/12,29.75,29.950001,29.24,1052800,29.299999,29.299999
10/4/12,30,30.1,28.65,1541300,29.4,29.4
10/5/12,29.700001,29.809999,28.68,938600,28.889999,28.889999
10/8/12,28.860001,29.4,28.610001,889700,29.25,29.25
10/9/12,29.120001,29.120001,28.25,1193000,28.370001,28.370001
10/10/12,28.389999,28.719999,28.01,503600,28.4,28.4
10/11/12,28.940001,28.98,28.25,450600,28.32,28.32
10/12/12,28.32,28.73,27.5,987600,27.639999,27.639999
10/15/12,28.02,28.049999,26.860001,1468700,27.33,27.33
10/16/12,27.67,28.09,27.34,479300,28.059999,28.059999
10/17/12,28.25,28.84,27.799999,668000,28.82,28.82
10/18/12,28.99,28.99,27.780001,741000,28.040001,28.040001
10/19/12,27.83,28.200001,27.299999,1027400,27.74,27.74
10/22/12,27.99,28,27.360001,470200,27.85,27.85
10/23/12,27.379999,28.559999,27.370001,749000,28.389999,28.389999
10/24/12,28.52,28.52,27.25,1016400,27.42,27.42
10/25/12,27.799999,27.799999,27.450001,577700,27.52,27.52
10/26/12,27.530001,27.799999,27.02,477400,27.379999,27.379999
10/31/12,27.700001,28.35,27.370001,775200,28.129999,28.129999
11/1/12,28.25,29.49,28.200001,1024100,29.25,29.25
11/2/12,29.27,29.549999,28.549999,1030300,28.92,28.92
11/5/12,29.799999,31.58,29.33,2048900,31.5,31.5
11/6/12,30.610001,31.200001,29.950001,2324000,31.15,31.15
11/7/12,31,32.049999,30.809999,1714500,31.540001,31.540001
11/8/12,31.01,31.879999,30.940001,1274000,31.309999,31.309999
11/9/12,30.6,30.93,29.85,863000,30.32,30.32
11/12/12,30.290001,31.42,30.16,555900,31.07,31.07
11/13/12,31.290001,32,30.719999,998300,31.610001,31.610001
11/14/12,31.959999,32.119999,31.200001,871300,31.379999,31.379999
11/15/12,31.299999,31.440001,30.5,984000,30.82,30.82
11/16/12,31.15,32,30.59,908700,31.84,31.84
11/19/12,32.07,33.25,31.84,1392400,32.919998,32.919998
11/20/12,32.799999,33.099998,31.91,922500,33,33
11/21/12,32.610001,33.470001,32.290001,963200,32.470001,32.470001
11/23/12,32.599998,32.830002,31.700001,430300,32.130001,32.130001
11/26/12,32.099998,32.299999,31.620001,495800,32.27,32.27
11/27/12,32.130001,32.66,31.52,910800,32.150002,32.150002
11/28/12,32,34.290001,31.91,1525200,33.23,33.23
11/29/12,33.439999,34,32.869999,1103400,33.689999,33.689999
11/30/12,33.630001,34.279999,33.009998,1420300,33.82,33.82
12/3/12,33.889999,35,33.5,2085700,34.619999,34.619999
12/4/12,34.080002,34.799999,33.549999,1263300,33.900002,33.900002
12/5/12,33.82,34.189999,33.580002,661500,33.709999,33.709999
12/6/12,33.82,34.799999,33.5,660400,33.900002,33.900002
12/7/12,34.299999,34.490002,33.849998,664400,34.169998,34.169998
12/10/12,34.43,34.799999,34.18,929800,34.57,34.57
12/11/12,34.599998,35.5,34.459999,1572600,35.279999,35.279999
12/12/12,35.209999,35.799999,34.950001,2063800,35.259998,35.259998
12/13/12,35.259998,35.299999,32.75,2151300,33.610001,33.610001
12/14/12,33.779999,34.400002,33.59,1023000,33.810001,33.810001
12/17/12,33.77,34.5,33.75,824900,34.400002,34.400002
12/18/12,34.259998,35.07,34.259998,1553900,34.59,34.59
12/19/12,34.75,35.259998,34.52,1298800,34.610001,34.610001
12/20/12,34.509998,34.790001,34.049999,921200,34.43,34.43
12/21/12,33.939999,34.169998,33.580002,1492400,34,34
12/24/12,33.639999,34.349998,33.549999,375800,34.279999,34.279999
12/26/12,33.959999,34.5,33.5,601400,33.59,33.59
12/27/12,33.5,33.91,33,561100,33.689999,33.689999
12/28/12,33.380001,33.650002,33.02,414100,33.220001,33.220001
12/31/12,33,33.970001,33,594900,33.869999,33.869999
1/2/13,35,35.450001,34.709999,1194800,35.360001,35.360001
1/3/13,35.18,35.450001,34.75,742000,34.77,34.77
1/4/13,34.799999,34.799999,33.919998,674000,34.400002,34.400002
1/7/13,34.799999,34.799999,33.900002,442000,34.34,34.34
1/8/13,34.5,34.5,33.110001,1284000,33.68,33.68
1/9/13,34.009998,34.189999,33.400002,698000,33.639999,33.639999
1/10/13,33.869999,33.990002,33.380001,922500,33.529999,33.529999
1/11/13,34.040001,34.040001,32.110001,1563200,32.91,32.91
1/14/13,33.080002,33.380001,32.849998,925100,33.259998,33.259998
1/15/13,33.110001,34.25,33.080002,1624200,33.900002,33.900002
1/16/13,33.849998,34.23,33.73,1378200,34.099998,34.099998
1/17/13,34.16,34.849998,33.919998,1436700,34.380001,34.380001
1/18/13,34.740002,34.779999,33.82,3555100,34.52,34.52
1/22/13,34.560001,35.549999,34.259998,1920200,35.189999,35.189999
1/23/13,35.02,36.240002,34.959999,1564300,36,36
1/24/13,36,37.720001,35.84,1970400,36.990002,36.990002
1/25/13,37,37.540001,36.799999,1287800,36.98,36.98
1/28/13,36.860001,38.709999,36.860001,1986000,38.029999,38.029999
1/29/13,38.099998,38.439999,37.130001,1426600,37.950001,37.950001
1/30/13,37.849998,38,37.43,968100,37.52,37.52
1/31/13,37.869999,37.869999,36.93,901400,37.509998,37.509998
2/1/13,38.169998,38.5,37.619999,1100600,38.299999,38.299999
2/4/13,38.400002,38.419998,37.59,1128000,37.740002,37.740002
2/5/13,38,38.650002,37.68,1310200,38.130001,38.130001
2/6/13,38.18,39.389999,37.900002,1893200,39.169998,39.169998
2/7/13,39.189999,39.68,38.950001,1196600,39.48,39.48
2/8/13,39.450001,40,39.139999,1139800,39.240002,39.240002
2/11/13,37.98,39.150002,37.5,3266300,38.419998,38.419998
2/12/13,38.450001,38.869999,37.290001,2261300,37.889999,37.889999
2/13/13,38.299999,39,38.049999,966800,38.450001,38.450001
2/14/13,38.639999,38.75,38.209999,990700,38.27,38.27
2/15/13,38.5,38.509998,36.950001,2017600,37.040001,37.040001
